apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct
444.5,870.1875,0.3138,0.1344,-0.1789,rep_01840,rep_01840_p1,8,0.763
352.0,8205.5,0.3324,0.1348,-0.3498,rep_01840,rep_01840_p1,9,0.859
463.5,473.1875,0.3571,0.1295,0.055,rep_01841,rep_01841_p3,0,0.0
429.0,799.25,0.2832,0.1399,-0.0235,rep_01841,rep_01841_p3,1,0.089
567.0,350.75,0.2963,0.1057,0.2906,rep_01841,rep_01841_p3,2,0.178
534.5,1100.1875,0.391,0.112,0.2166,rep_01841,rep_01841_p3,3,0.267
485.5,163.6875,0.2976,0.1235,0.1051,rep_01841,rep_01841_p3,4,0.355
585.5,573.1875,0.3467,0.1023,0.3327,rep_01841,rep_01841_p3,5,0.444
646.5,736.1875,0.3612,0.0927,0.4715,rep_01841,rep_01841_p3,6,0.533
538.5,283.1875,0.3612,0.1115,0.2257,rep_01841,rep_01841_p3,7,0.622
602.0,386.0,0.3771,0.0996,0.3703,rep_01841,rep_01841_p3,8,0.711
611.5,386.1875,0.3508,0.098,0.3919,rep_01841,rep_01841_p3,9,0.8
586.5,341.6875,0.3402,0.1022,0.335,rep_01841,rep_01841_p3,10,0.889
493.0,180.25,0.1278,0.1217,0.0165,rep_01841,rep_01841_p2,0,0.0
482.0,1078.5,0.1566,0.1241,-0.0062,rep_01841,rep_01841_p2,1,0.089
437.5,21.1875,0.2091,0.1367,-0.0979,rep_01841,rep_01841_p2,2,0.178
427.5,552.6875,0.214,0.1404,-0.1186,rep_01841,rep_01841_p2,3,0.267
433.5,51.6875,0.1984,0.1382,-0.1062,rep_01841,rep_01841_p2,4,0.355
456.5,6.6875,0.2278,0.1311,-0.0588,rep_01841,rep_01841_p2,5,0.444
463.5,195.1875,0.2395,0.1292,-0.0443,rep_01841,rep_01841_p2,6,0.533
451.5,610.6875,0.2647,0.1329,-0.0691,rep_01841,rep_01841_p2,7,0.622
479.0,66.25,0.2965,0.125,-0.0124,rep_01841,rep_01841_p2,8,0.711
528.0,1433.5,0.2689,0.1134,0.0887,rep_01841,rep_01841_p2,9,0.8
449.5,57.1875,0.2592,0.1336,-0.0732,rep_01841,rep_01841_p2,10,0.889
761.0,23518.25,0.2326,0.0789,0.1381,rep_01849,rep_01849_p1,0,0.0
524.5,784.1875,0.2383,0.1144,-0.2156,rep_01849,rep_01849_p1,1,0.128
501.5,1329.6875,0.1924,0.1194,-0.25,rep_01849,rep_01849_p1,2,0.255
575.0,2479.25,0.147,0.1044,-0.1401,rep_01849,rep_01849_p1,3,0.383
742.0,2846.0,0.1496,0.0807,0.1097,rep_01849,rep_01849_p1,4,0.511
751.5,3284.6875,0.1557,0.0799,0.1239,rep_01849,rep_01849_p1,5,0.638
690.5,5554.6875,0.1716,0.0867,0.0327,rep_01849,rep_01849_p1,6,0.766
483.5,326.1875,0.2378,0.1241,0.0273,rep_01849,rep_01849_p4,0,0.0
414.0,301.5,0.3563,0.1448,-0.1204,rep_01849,rep_01849_p4,1,0.128
432.5,558.6875,0.3364,0.1388,-0.0811,rep_01849,rep_01849_p4,2,0.255
462.0,1016.5,0.2879,0.1298,-0.0184,rep_01849,rep_01849_p4,3,0.383
475.0,956.75,0.3337,0.1263,0.0092,rep_01849,rep_01849_p4,4,0.511
616.0,92.5,0.2451,0.0974,0.3088,rep_01849,rep_01849_p4,5,0.638
506.5,217.6875,0.233,0.1184,0.0761,rep_01849,rep_01849_p4,6,0.766
521.0,32959.25,0.9894,0.1152,-0.0658,rep_01857,rep_01857_p1,0,0.0
561.5,1440.6875,0.9795,0.1054,0.0069,rep_01857,rep_01857_p1,1,0.122
440.0,1573.0,0.9682,0.1341,-0.211,rep_01857,rep_01857_p1,2,0.244
569.0,2881.25,0.9851,0.1052,0.0203,rep_01857,rep_01857_p1,3,0.367
563.0,4518.75,0.9822,0.1065,0.0096,rep_01857,rep_01857_p1,4,0.489
626.0,997.5,0.9872,0.0959,0.1225,rep_01857,rep_01857_p1,5,0.611
636.0,2886.5,0.989,0.0943,0.1405,rep_01857,rep_01857_p1,6,0.733
646.0,326.5,0.9954,0.0929,0.1584,rep_01857,rep_01857_p1,7,0.855
501.0,1183.25,0.1597,0.1198,0.0252,rep_01857,rep_01857_p2,0,0.0
474.5,55.1875,0.2582,0.1264,-0.029,rep_01857,rep_01857_p2,1,0.122
455.0,588.75,0.2692,0.1315,-0.0689,rep_01857,rep_01857_p2,2,0.244
471.0,19.25,0.3121,0.1271,-0.0362,rep_01857,rep_01857_p2,3,0.367
467.5,359.1875,0.3102,0.128,-0.0433,rep_01857,rep_01857_p2,4,0.489
654.0,716.5,0.2584,0.0917,0.3383,rep_01857,rep_01857_p2,5,0.611
563.0,1621.25,0.2496,0.1066,0.1521,rep_01857,rep_01857_p2,6,0.733
566.0,664.5,0.2977,0.1061,0.1583,rep_01857,rep_01857_p2,7,0.855
395.5,222.1875,0.2794,0.1518,-0.0322,rep_01858,rep_01858_p0,0,0.0
424.0,123.5,0.2948,0.14,0.0375,rep_01858,rep_01858_p0,1,0.126
433.5,278.6875,0.2895,0.1384,0.0608,rep_01858,rep_01858_p0,2,0.252
508.0,189.5,0.3563,0.118,0.2431,rep_01858,rep_01858_p0,3,0.378
482.5,691.1875,0.3171,0.1244,0.1807,rep_01858,rep_01858_p0,4,0.503
448.5,174.6875,0.3211,0.1338,0.0975,rep_01858,rep_01858_p0,5,0.629
462.5,964.6875,0.3286,0.1298,0.1317,rep_01858,rep_01858_p0,6,0.755
431.0,307.25,0.3735,0.1393,0.0189,rep_01858,rep_01858_p1,0,0.0
387.5,238.1875,0.3213,0.1549,-0.0839,rep_01858,rep_01858_p1,1,0.126
395.5,339.6875,0.2351,0.1518,-0.065,rep_01858,rep_01858_p1,2,0.252
382.5,1663.6875,0.3059,0.1565,-0.0957,rep_01858,rep_01858_p1,3,0.378
366.0,109.5,0.1926,0.164,-0.1348,rep_01858,rep_01858_p1,4,0.503
386.5,128.1875,0.2342,0.1554,-0.0863,rep_01858,rep_01858_p1,5,0.629
416.5,802.1875,0.2737,0.1436,-0.0154,rep_01858,rep_01858_p1,6,0.755
666.0,16670.5,0.9925,0.0901,-0.0767,rep_01863,rep_01863_p9,0,0.0
721.5,7042.6875,0.991,0.0788,0.0002,rep_01863,rep_01863_p9,1,0.086
607.0,1157.25,0.9893,0.0942,-0.1585,rep_01863,rep_01863_p9,2,0.172
436.0,9639.5,0.9805,0.1281,-0.3956,rep_01863,rep_01863_p9,3,0.258
475.5,4831.6875,0.9685,0.1248,-0.3408,rep_01863,rep_01863_p9,4,0.344
419.0,9908.25,0.9893,0.1406,-0.4191,rep_01863,rep_01863_p9,5,0.43
492.0,3375.5,0.9949,0.1213,-0.3179,rep_01863,rep_01863_p9,6,0.516
602.5,869.1875,0.9751,0.0995,-0.1647,rep_01863,rep_01863_p9,7,0.602
622.0,3507.5,0.9904,0.0958,-0.1377,rep_01863,rep_01863_p9,8,0.688
629.0,734.75,0.9825,0.095,-0.128,rep_01863,rep_01863_p9,9,0.774
524.0,2674.5,0.9819,0.1145,-0.2736,rep_01863,rep_01863_p9,10,0.86
411.0,845.25,0.2324,0.1461,-0.0412,rep_01863,rep_01863_p3,0,0.0
489.0,228.75,0.1851,0.1226,0.1407,rep_01863,rep_01863_p3,1,0.086
515.0,865.25,0.2272,0.1164,0.2014,rep_01863,rep_01863_p3,2,0.172
481.0,540.75,0.2245,0.1244,0.1221,rep_01863,rep_01863_p3,3,0.258
528.5,747.6875,0.2687,0.1134,0.2329,rep_01863,rep_01863_p3,4,0.344
582.5,1106.1875,0.2747,0.1026,0.3589,rep_01863,rep_01863_p3,5,0.43
564.5,738.6875,0.2985,0.1062,0.3169,rep_01863,rep_01863_p3,6,0.516
587.5,1216.1875,0.2468,0.1021,0.3705,rep_01863,rep_01863_p3,7,0.602
569.0,264.75,0.261,0.1054,0.3274,rep_01863,rep_01863_p3,8,0.688
539.0,900.25,0.2876,0.1113,0.2574,rep_01863,rep_01863_p3,9,0.774
561.0,824.25,0.2674,0.1069,0.3087,rep_01863,rep_01863_p3,10,0.86
545.0,862.25,0.0826,0.11,-0.0411,rep_01866,rep_01866_p5,0,0.0
571.5,959.1875,0.2073,0.105,0.0056,rep_01866,rep_01866_p5,1,0.095
480.5,407.1875,0.1717,0.1247,-0.1545,rep_01866,rep_01866_p5,2,0.19
533.0,1001.25,0.2233,0.1123,-0.0622,rep_01866,rep_01866_p5,3,0.285
466.5,249.6875,0.1908,0.1284,-0.1792,rep_01866,rep_01866_p5,4,0.38
546.5,691.1875,0.2113,0.1098,-0.0384,rep_01866,rep_01866_p5,5,0.475
561.5,842.6875,0.146,0.1066,-0.012,rep_01866,rep_01866_p5,6,0.57
579.5,234.6875,0.2416,0.1032,0.0196,rep_01866,rep_01866_p5,7,0.665
616.5,2682.1875,0.253,0.0973,0.0848,rep_01866,rep_01866_p5,8,0.76
579.0,364.25,0.2064,0.1036,0.0188,rep_01866,rep_01866_p5,9,0.855
462.5,338.1875,0.333,0.1298,-0.065,rep_01866,rep_01866_p6,0,0.0
524.5,876.6875,0.204,0.1144,0.0603,rep_01866,rep_01866_p6,1,0.095
439.0,212.75,0.1583,0.1361,-0.1125,rep_01866,rep_01866_p6,2,0.19
453.0,1680.75,0.2395,0.1293,-0.0842,rep_01866,rep_01866_p6,3,0.285
441.0,145.25,0.2472,0.1349,-0.1085,rep_01866,rep_01866_p6,4,0.38
436.0,618.5,0.2546,0.1373,-0.1186,rep_01866,rep_01866_p6,5,0.475
456.0,197.0,0.2237,0.1308,-0.0782,rep_01866,rep_01866_p6,6,0.57
518.5,954.6875,0.2729,0.115,0.0482,rep_01866,rep_01866_p6,7,0.665
456.5,78.1875,0.2607,0.1315,-0.0772,rep_01866,rep_01866_p6,8,0.76
469.5,830.1875,0.3056,0.1276,-0.0509,rep_01866,rep_01866_p6,9,0.855
528.0,72.5,0.3343,0.1137,-0.0069,rep_01868,rep_01868_p4,0,0.0
544.5,1285.6875,0.2994,0.1099,0.0241,rep_01868,rep_01868_p4,1,0.126
533.0,560.25,0.2992,0.1126,0.0025,rep_01868,rep_01868_p4,2,0.252
813.0,2188.25,0.214,0.0737,0.5292,rep_01868,rep_01868_p4,3,0.378
696.0,992.5,0.2486,0.0861,0.3091,rep_01868,rep_01868_p4,4,0.504
867.0,1654.75,0.2347,0.0692,0.6307,rep_01868,rep_01868_p4,5,0.63
770.0,1408.5,0.2318,0.0779,0.4483,rep_01868,rep_01868_p4,6,0.756
190.0,4110.0,0.9974,0.3164,-0.3596,rep_01868,rep_01868_p3,0,0.0
432.5,1715.1875,1.0,0.1376,0.4579,rep_01868,rep_01868_p3,1,0.126
417.0,4159.25,1.0,0.1431,0.4056,rep_01868,rep_01868_p3,2,0.252
873.5,1079.1875,1.0,0.0687,1.9444,rep_01868,rep_01868_p3,3,0.378
661.0,11958.75,1.0,0.0907,1.2281,rep_01868,rep_01868_p3,4,0.504
838.5,761.6875,1.0,0.0715,1.8264,rep_01868,rep_01868_p3,5,0.63
