apm,apm_variance,error_rate,action_gap_mean,apm_vs_baseline,replay_id,player_id,window_idx,match_pct
533.5,3795.6875,0.9972,0.1125,0.6399,rep_02963,rep_02963_p1,2,0.225
715.5,1535.1875,1.0,0.0834,1.1993,rep_02963,rep_02963_p1,3,0.337
565.5,3679.6875,0.9973,0.1052,0.7382,rep_02963,rep_02963_p1,4,0.45
626.0,9027.5,1.0,0.0949,0.9242,rep_02963,rep_02963_p1,5,0.562
652.5,9688.6875,1.0,0.0919,1.0056,rep_02963,rep_02963_p1,6,0.675
621.5,2047.6875,1.0,0.0962,0.9103,rep_02963,rep_02963_p1,7,0.787
305.0,1096.75,0.9902,0.1866,-0.0044,rep_02963,rep_02963_p0,0,0.0
350.5,3929.1875,0.9772,0.1662,0.1442,rep_02963,rep_02963_p0,1,0.112
486.0,2988.5,0.9784,0.1235,0.5865,rep_02963,rep_02963_p0,2,0.225
630.5,1120.1875,0.9905,0.0941,1.0582,rep_02963,rep_02963_p0,3,0.337
486.0,2477.5,0.9877,0.1228,0.5865,rep_02963,rep_02963_p0,4,0.45
570.0,8658.0,0.986,0.1041,0.8607,rep_02963,rep_02963_p0,5,0.562
557.5,8068.1875,0.9883,0.1067,0.8199,rep_02963,rep_02963_p0,6,0.675
559.0,1984.75,0.9919,0.1072,0.8248,rep_02963,rep_02963_p0,7,0.787
413.5,357.6875,0.1524,0.145,0.0355,rep_02968,rep_02968_p3,0,0.0
364.5,74.1875,0.2209,0.1648,-0.0872,rep_02968,rep_02968_p3,1,0.102
405.5,641.6875,0.217,0.1477,0.0154,rep_02968,rep_02968_p3,2,0.203
354.0,1101.5,0.2387,0.1692,-0.1135,rep_02968,rep_02968_p3,3,0.305
339.5,270.6875,0.3019,0.1766,-0.1498,rep_02968,rep_02968_p3,4,0.406
404.5,1288.6875,0.2583,0.1482,0.0129,rep_02968,rep_02968_p3,5,0.508
416.0,823.5,0.2031,0.1443,0.0417,rep_02968,rep_02968_p3,6,0.609
452.5,899.1875,0.2619,0.1326,0.1331,rep_02968,rep_02968_p3,7,0.711
439.5,183.1875,0.2799,0.1361,0.1006,rep_02968,rep_02968_p3,8,0.812
425.5,303.6875,0.2585,0.141,0.1615,rep_02968,rep_02968_p2,0,0.0
293.5,558.1875,0.3884,0.2046,-0.1988,rep_02968,rep_02968_p2,1,0.102
386.5,247.6875,0.3545,0.1551,0.0551,rep_02968,rep_02968_p2,2,0.203
384.0,166.0,0.3763,0.1563,0.0482,rep_02968,rep_02968_p2,3,0.305
379.5,166.1875,0.365,0.1582,0.0359,rep_02968,rep_02968_p2,4,0.406
391.0,195.25,0.3363,0.1528,0.0673,rep_02968,rep_02968_p2,5,0.508
404.5,256.1875,0.2942,0.1483,0.1042,rep_02968,rep_02968_p2,6,0.609
483.5,543.1875,0.3144,0.1241,0.3198,rep_02968,rep_02968_p2,7,0.711
397.0,1303.25,0.3413,0.1509,0.0837,rep_02968,rep_02968_p2,8,0.812
797.5,3042.1875,0.995,0.0752,-0.0179,rep_02969,rep_02969_p2,0,0.0
711.5,4230.6875,0.9845,0.0844,-0.1238,rep_02969,rep_02969_p2,1,0.109
561.0,1517.25,0.9857,0.107,-0.3091,rep_02969,rep_02969_p2,2,0.218
537.0,1696.25,0.9944,0.1118,-0.3387,rep_02969,rep_02969_p2,3,0.327
512.5,2061.1875,0.9873,0.1164,-0.3688,rep_02969,rep_02969_p2,4,0.437
526.5,6696.1875,0.9858,0.1137,-0.3516,rep_02969,rep_02969_p2,5,0.546
564.5,690.1875,0.9841,0.1063,-0.3048,rep_02969,rep_02969_p2,6,0.655
634.0,3842.5,0.9842,0.0946,-0.2192,rep_02969,rep_02969_p2,7,0.764
545.5,1387.6875,0.9853,0.1099,-0.3282,rep_02969,rep_02969_p2,8,0.873
433.5,2100.6875,0.278,0.1384,-0.005,rep_02969,rep_02969_p6,0,0.0
421.5,500.6875,0.2396,0.1423,-0.0325,rep_02969,rep_02969_p6,1,0.109
562.0,3214.5,0.1788,0.1062,0.29,rep_02969,rep_02969_p6,2,0.218
606.0,3978.0,0.1658,0.0989,0.391,rep_02969,rep_02969_p6,3,0.327
536.5,947.6875,0.192,0.1113,0.2314,rep_02969,rep_02969_p6,4,0.437
569.5,1888.6875,0.216,0.1053,0.3072,rep_02969,rep_02969_p6,5,0.546
743.5,2931.1875,0.1809,0.0806,0.7066,rep_02969,rep_02969_p6,6,0.655
688.5,617.1875,0.1663,0.0869,0.5803,rep_02969,rep_02969_p6,7,0.764
751.5,815.6875,0.1597,0.0797,0.7249,rep_02969,rep_02969_p6,8,0.873
615.5,1221.6875,0.1649,0.0974,0.0655,rep_02977,rep_02977_p5,0,0.0
518.0,1234.0,0.1554,0.1158,-0.1033,rep_02977,rep_02977_p5,1,0.103
554.0,100.5,0.2283,0.1082,-0.041,rep_02977,rep_02977_p5,2,0.207
572.0,463.5,0.2893,0.1049,-0.0098,rep_02977,rep_02977_p5,3,0.31
563.5,170.6875,0.2831,0.1065,-0.0245,rep_02977,rep_02977_p5,4,0.414
561.5,1150.6875,0.2858,0.1069,-0.028,rep_02977,rep_02977_p5,5,0.517
563.0,150.75,0.2407,0.1065,-0.0254,rep_02977,rep_02977_p5,6,0.621
554.5,255.6875,0.266,0.1082,-0.0401,rep_02977,rep_02977_p5,7,0.724
592.5,158.1875,0.2447,0.1013,0.0257,rep_02977,rep_02977_p5,8,0.828
460.5,234.6875,0.2465,0.1303,0.0904,rep_02977,rep_02977_p7,0,0.0
358.0,1481.0,0.2137,0.1677,-0.1523,rep_02977,rep_02977_p7,1,0.103
482.5,686.1875,0.3762,0.1243,0.1425,rep_02977,rep_02977_p7,2,0.207
443.5,413.1875,0.2627,0.1353,0.0501,rep_02977,rep_02977_p7,3,0.31
478.5,295.1875,0.2738,0.1252,0.133,rep_02977,rep_02977_p7,4,0.414
488.5,106.1875,0.306,0.1229,0.1567,rep_02977,rep_02977_p7,5,0.517
559.5,775.1875,0.3441,0.1072,0.3248,rep_02977,rep_02977_p7,6,0.621
540.5,108.1875,0.2905,0.1107,0.2798,rep_02977,rep_02977_p7,7,0.724
521.5,121.6875,0.371,0.115,0.2348,rep_02977,rep_02977_p7,8,0.828
641.5,7007.6875,0.1676,0.0932,-0.044,rep_02978,rep_02978_p3,0,0.0
663.5,8064.6875,0.1801,0.09,-0.0112,rep_02978,rep_02978_p3,1,0.112
740.0,1845.0,0.1926,0.081,0.1028,rep_02978,rep_02978_p3,2,0.223
559.5,773.6875,0.2189,0.1073,-0.1662,rep_02978,rep_02978_p3,3,0.335
965.0,11238.25,0.1637,0.0621,0.4382,rep_02978,rep_02978_p3,4,0.446
1111.5,3866.6875,0.1399,0.054,0.6565,rep_02978,rep_02978_p3,5,0.558
810.0,5573.5,0.1951,0.074,0.2072,rep_02978,rep_02978_p3,6,0.669
1023.0,12850.25,0.2283,0.0584,0.5246,rep_02978,rep_02978_p3,7,0.781
504.0,803.5,0.999,0.1187,-0.0532,rep_02978,rep_02978_p4,0,0.0
606.5,1787.6875,1.0,0.0979,0.1393,rep_02978,rep_02978_p4,1,0.112
530.5,16.1875,1.0,0.1131,-0.0034,rep_02978,rep_02978_p4,2,0.223
586.0,34.5,1.0,0.1011,0.1008,rep_02978,rep_02978_p4,3,0.335
658.5,4956.1875,1.0,0.089,0.237,rep_02978,rep_02978_p4,4,0.446
670.0,3003.5,1.0,0.089,0.2586,rep_02978,rep_02978_p4,5,0.558
560.5,2802.1875,1.0,0.1056,0.0529,rep_02978,rep_02978_p4,6,0.669
543.5,8053.1875,1.0,0.1076,0.021,rep_02978,rep_02978_p4,7,0.781
485.5,428.1875,0.1535,0.1237,0.0315,rep_02979,rep_02979_p4,0,0.0
470.5,271.6875,0.2869,0.1274,-0.0004,rep_02979,rep_02979_p4,1,0.13
495.0,230.25,0.3636,0.1212,0.0517,rep_02979,rep_02979_p4,2,0.259
450.0,496.5,0.2822,0.1331,-0.0439,rep_02979,rep_02979_p4,3,0.389
480.5,511.6875,0.2664,0.125,0.0209,rep_02979,rep_02979_p4,4,0.519
444.5,292.6875,0.2992,0.1348,-0.0556,rep_02979,rep_02979_p4,5,0.648
483.0,721.25,0.2795,0.1242,0.0262,rep_02979,rep_02979_p4,6,0.778
504.0,574.0,0.37,0.1191,0.0678,rep_02979,rep_02979_p5,0,0.0
399.5,333.6875,0.2165,0.1494,-0.1536,rep_02979,rep_02979_p5,1,0.13
466.0,411.0,0.2854,0.1287,-0.0127,rep_02979,rep_02979_p5,2,0.259
359.0,400.25,0.3217,0.1667,-0.2394,rep_02979,rep_02979_p5,3,0.389
444.0,436.5,0.3018,0.135,-0.0593,rep_02979,rep_02979_p5,4,0.519
430.0,168.5,0.286,0.1395,-0.089,rep_02979,rep_02979_p5,5,0.648
458.0,1074.0,0.2729,0.1306,-0.0297,rep_02979,rep_02979_p5,6,0.778
455.5,2268.6875,0.2459,0.1317,-0.0162,rep_02990,rep_02990_p1,0,0.0
553.0,1459.25,0.3092,0.1085,0.1944,rep_02990,rep_02990_p1,1,0.096
630.0,1221.5,0.3175,0.0952,0.3607,rep_02990,rep_02990_p1,2,0.193
565.0,727.25,0.2681,0.1057,0.2203,rep_02990,rep_02990_p1,3,0.289
584.5,325.6875,0.3071,0.1027,0.2624,rep_02990,rep_02990_p1,4,0.385
633.0,1478.25,0.3152,0.0947,0.3672,rep_02990,rep_02990_p1,5,0.482
574.0,1509.0,0.3641,0.1045,0.2397,rep_02990,rep_02990_p1,6,0.578
596.0,57.5,0.2961,0.1004,0.2873,rep_02990,rep_02990_p1,7,0.674
707.5,2376.6875,0.342,0.0847,0.5281,rep_02990,rep_02990_p1,8,0.771
762.5,684.6875,0.3961,0.0786,0.6469,rep_02990,rep_02990_p1,9,0.867
528.0,10113.0,0.983,0.1137,-0.0737,rep_02990,rep_02990_p5,0,0.0
681.5,498.1875,0.9861,0.0881,0.1956,rep_02990,rep_02990_p5,1,0.096
683.0,1312.25,0.9898,0.0878,0.1982,rep_02990,rep_02990_p5,2,0.193
627.5,1349.1875,0.9873,0.0956,0.1009,rep_02990,rep_02990_p5,3,0.289
427.5,843.6875,0.9871,0.1401,-0.25,rep_02990,rep_02990_p5,4,0.385
525.0,2722.25,0.9695,0.1128,-0.0789,rep_02990,rep_02990_p5,5,0.482
382.0,454.5,0.9764,0.1556,-0.3298,rep_02990,rep_02990_p5,6,0.578
457.0,2795.25,0.9792,0.131,-0.1982,rep_02990,rep_02990_p5,7,0.674
486.5,2420.6875,0.9784,0.1228,-0.1465,rep_02990,rep_02990_p5,8,0.771
556.0,1371.5,0.9856,0.1079,-0.0246,rep_02990,rep_02990_p5,9,0.867
394.5,908.1875,0.2966,0.1522,-0.0129,rep_02995,rep_02995_p6,0,0.0
413.0,418.75,0.1925,0.1452,0.0334,rep_02995,rep_02995_p6,1,0.114
549.5,1780.6875,0.1374,0.1088,0.3749,rep_02995,rep_02995_p6,2,0.228
630.0,1933.5,0.1492,0.095,0.5763,rep_02995,rep_02995_p6,3,0.342
595.0,1033.25,0.1529,0.1007,0.4887,rep_02995,rep_02995_p6,4,0.456
618.5,1939.1875,0.2158,0.0971,0.5475,rep_02995,rep_02995_p6,5,0.57
706.0,5450.5,0.1615,0.0849,0.7665,rep_02995,rep_02995_p6,6,0.684
742.5,842.1875,0.1751,0.0807,0.8578,rep_02995,rep_02995_p6,7,0.798
502.5,559.6875,0.2955,0.1195,0.0661,rep_02995,rep_02995_p3,0,0.0
460.5,748.6875,0.2628,0.1303,-0.023,rep_02995,rep_02995_p3,1,0.114
530.0,72.0,0.3226,0.113,0.1245,rep_02995,rep_02995_p3,2,0.228
529.5,663.1875,0.2323,0.1132,0.1234,rep_02995,rep_02995_p3,3,0.342
514.0,617.5,0.323,0.1166,0.0905,rep_02995,rep_02995_p3,4,0.456
585.5,902.6875,0.3706,0.1024,0.2422,rep_02995,rep_02995_p3,5,0.57
641.5,420.1875,0.3196,0.0934,0.361,rep_02995,rep_02995_p3,6,0.684
621.0,742.25,0.3325,0.0965,0.3175,rep_02995,rep_02995_p3,7,0.798
530.5,1664.1875,0.3289,0.113,0.0003,rep_03007,rep_03007_p3,0,0.0
560.5,1749.6875,0.1659,0.1069,0.0569,rep_03007,rep_03007_p3,1,0.12
512.5,150.6875,0.1678,0.117,-0.0336,rep_03007,rep_03007_p3,2,0.241
589.0,139.25,0.1494,0.1018,0.1106,rep_03007,rep_03007_p3,3,0.361
687.0,1119.25,0.1958,0.0872,0.2954,rep_03007,rep_03007_p3,4,0.482
625.5,1960.1875,0.199,0.0957,0.1794,rep_03007,rep_03007_p3,5,0.602
576.0,294.5,0.1988,0.1041,0.0861,rep_03007,rep_03007_p3,6,0.723
457.5,17864.1875,0.1858,0.0974,-0.1373,rep_03007,rep_03007_p3,7,0.843
376.5,578.1875,0.1434,0.1594,0.0022,rep_03007,rep_03007_p2,0,0.0
358.0,162.5,0.2388,0.1673,-0.047,rep_03007,rep_03007_p2,1,0.12
317.5,257.1875,0.2961,0.1875,-0.1548,rep_03007,rep_03007_p2,2,0.241
332.0,48.5,0.2033,0.1807,-0.1162,rep_03007,rep_03007_p2,3,0.361
462.0,589.5,0.2446,0.1295,0.2298,rep_03007,rep_03007_p2,4,0.482
380.5,338.1875,0.2116,0.1571,0.0129,rep_03007,rep_03007_p2,5,0.602
448.5,460.6875,0.3043,0.1337,0.1939,rep_03007,rep_03007_p2,6,0.723
274.5,6388.6875,0.2532,0.1591,-0.2693,rep_03007,rep_03007_p2,7,0.843
570.0,3495.5,0.3877,0.1052,-0.0646,rep_03008,rep_03008_p3,0,0.0
745.5,3329.6875,0.2113,0.0805,0.2235,rep_03008,rep_03008_p3,1,0.093
732.0,282.5,0.1906,0.082,0.2013,rep_03008,rep_03008_p3,2,0.185
792.5,437.1875,0.2139,0.0757,0.3006,rep_03008,rep_03008_p3,3,0.278
904.5,5172.1875,0.1973,0.0662,0.4844,rep_03008,rep_03008_p3,4,0.371
969.5,2048.1875,0.2073,0.0618,0.5911,rep_03008,rep_03008_p3,5,0.463
909.5,2196.6875,0.1979,0.066,0.4926,rep_03008,rep_03008_p3,6,0.556
990.0,626.0,0.2505,0.0606,0.6247,rep_03008,rep_03008_p3,7,0.649
934.0,120.5,0.235,0.0642,0.5328,rep_03008,rep_03008_p3,8,0.742
922.5,440.1875,0.2325,0.0651,0.5139,rep_03008,rep_03008_p3,9,0.834
728.5,12444.6875,0.9911,0.0824,-0.0584,rep_03008,rep_03008_p6,0,0.0
836.5,1317.6875,0.997,0.0717,0.0812,rep_03008,rep_03008_p6,1,0.093
667.0,3224.75,0.9843,0.09,-0.1379,rep_03008,rep_03008_p6,2,0.185
635.5,1616.6875,0.9701,0.0941,-0.1786,rep_03008,rep_03008_p6,3,0.278
655.5,1156.6875,0.9825,0.091,-0.1527,rep_03008,rep_03008_p6,4,0.371
557.5,1231.6875,0.9874,0.1072,-0.2794,rep_03008,rep_03008_p6,5,0.463
554.5,215.1875,0.991,0.1077,-0.2833,rep_03008,rep_03008_p6,6,0.556
477.5,1155.6875,0.9927,0.1249,-0.3828,rep_03008,rep_03008_p6,7,0.649
555.0,1547.25,0.9928,0.1047,-0.2826,rep_03008,rep_03008_p6,8,0.742
532.0,2004.5,0.9925,0.1127,-0.3124,rep_03008,rep_03008_p6,9,0.834
528.0,183.5,0.2528,0.1135,-0.0143,rep_03009,rep_03009_p8,0,0.0
544.0,32.5,0.2417,0.1103,0.0156,rep_03009,rep_03009_p8,1,0.071
542.5,175.6875,0.2848,0.1106,0.0128,rep_03009,rep_03009_p8,2,0.143
563.0,211.25,0.294,0.1065,0.051,rep_03009,rep_03009_p8,3,0.214
532.5,328.1875,0.3052,0.1125,-0.0059,rep_03009,rep_03009_p8,4,0.286
559.0,51.25,0.2397,0.1073,0.0436,rep_03009,rep_03009_p8,5,0.357
549.0,788.25,0.2204,0.1091,0.0249,rep_03009,rep_03009_p8,6,0.429
598.0,1250.5,0.2968,0.1002,0.1164,rep_03009,rep_03009_p8,7,0.5
551.0,140.75,0.2722,0.1089,0.0286,rep_03009,rep_03009_p8,8,0.572
567.5,271.6875,0.2952,0.1055,0.0594,rep_03009,rep_03009_p8,9,0.643
596.0,134.5,0.2601,0.1004,0.1126,rep_03009,rep_03009_p8,10,0.715
575.0,204.75,0.2504,0.1042,0.0734,rep_03009,rep_03009_p8,11,0.786
587.5,508.6875,0.2919,0.1019,0.0968,rep_03009,rep_03009_p8,12,0.858
490.0,154.0,0.348,0.1225,-0.0154,rep_03009,rep_03009_p6,0,0.0
533.5,753.1875,0.2277,0.1122,0.072,rep_03009,rep_03009_p6,1,0.071
480.0,370.0,0.3365,0.1247,-0.0355,rep_03009,rep_03009_p6,2,0.143
506.5,363.1875,0.3337,0.1185,0.0177,rep_03009,rep_03009_p6,3,0.214
488.5,474.6875,0.2825,0.1227,-0.0184,rep_03009,rep_03009_p6,4,0.286
525.5,1527.1875,0.2245,0.1139,0.0559,rep_03009,rep_03009_p6,5,0.357
607.5,1404.1875,0.2551,0.0986,0.2207,rep_03009,rep_03009_p6,6,0.429
567.0,1630.25,0.2884,0.1052,0.1393,rep_03009,rep_03009_p6,7,0.5
581.5,5261.6875,0.3715,0.1032,0.1685,rep_03009,rep_03009_p6,8,0.572
569.5,344.6875,0.3134,0.1053,0.1443,rep_03009,rep_03009_p6,9,0.643
510.0,1673.5,0.351,0.1173,0.0248,rep_03009,rep_03009_p6,10,0.715
534.0,849.5,0.3034,0.1124,0.073,rep_03009,rep_03009_p6,11,0.786
604.0,1023.5,0.3469,0.0993,0.2137,rep_03009,rep_03009_p6,12,0.858
537.5,1029.6875,0.1981,0.111,0.0525,rep_03012,rep_03012_p0,0,0.0
489.5,528.6875,0.2308,0.1203,-0.0414,rep_03012,rep_03012_p0,1,0.122
528.5,37.1875,0.2706,0.1136,0.0349,rep_03012,rep_03012_p0,2,0.244
500.5,854.6875,0.3037,0.1198,-0.0199,rep_03012,rep_03012_p0,3,0.366
496.0,289.5,0.252,0.1208,-0.0287,rep_03012,rep_03012_p0,4,0.488
472.0,444.5,0.3157,0.1272,-0.0757,rep_03012,rep_03012_p0,5,0.609
535.0,500.25,0.3047,0.1122,0.0477,rep_03012,rep_03012_p0,6,0.731
501.0,178.25,0.3363,0.1197,-0.0189,rep_03012,rep_03012_p0,7,0.853
457.0,431.25,0.2877,0.1313,0.045,rep_03012,rep_03012_p2,0,0.0
434.0,348.5,0.1809,0.1384,-0.0076,rep_03012,rep_03012_p2,1,0.122
535.0,563.25,0.1897,0.112,0.2233,rep_03012,rep_03012_p2,2,0.244
474.0,1270.5,0.1951,0.1265,0.0838,rep_03012,rep_03012_p2,3,0.366
574.5,1025.1875,0.2045,0.1045,0.3136,rep_03012,rep_03012_p2,4,0.488
516.5,458.1875,0.2265,0.1161,0.181,rep_03012,rep_03012_p2,5,0.609
527.0,383.25,0.2495,0.1138,0.205,rep_03012,rep_03012_p2,6,0.731
506.0,138.0,0.1848,0.1181,0.157,rep_03012,rep_03012_p2,7,0.853
569.5,3587.1875,0.2098,0.1054,0.0044,rep_03013,rep_03013_p0,0,0.0
571.5,243.1875,0.2143,0.105,0.0079,rep_03013,rep_03013_p0,1,0.126
612.0,469.5,0.2312,0.098,0.0794,rep_03013,rep_03013_p0,2,0.253
604.0,183.5,0.1714,0.0992,0.0653,rep_03013,rep_03013_p0,3,0.379
666.0,1803.0,0.2733,0.0895,0.1746,rep_03013,rep_03013_p0,4,0.506
651.0,631.25,0.2089,0.0921,0.1481,rep_03013,rep_03013_p0,5,0.632
645.5,633.1875,0.2634,0.093,0.1384,rep_03013,rep_03013_p0,6,0.759
606.5,1898.1875,0.1665,0.099,0.0493,rep_03013,rep_03013_p2,0,0.0
556.5,563.6875,0.2659,0.1078,-0.0372,rep_03013,rep_03013_p2,1,0.126
491.0,182.25,0.3299,0.1218,-0.1505,rep_03013,rep_03013_p2,2,0.253
500.5,73.6875,0.3067,0.1195,-0.1341,rep_03013,rep_03013_p2,3,0.379
564.0,166.0,0.3059,0.1063,-0.0242,rep_03013,rep_03013_p2,4,0.506
554.0,1700.5,0.2554,0.1082,-0.0415,rep_03013,rep_03013_p2,5,0.632
496.0,1017.5,0.379,0.121,-0.1419,rep_03013,rep_03013_p2,6,0.759
512.0,400.5,0.2422,0.1173,-0.0103,rep_03022,rep_03022_p6,0,0.0
551.0,1406.25,0.2495,0.1088,0.0651,rep_03022,rep_03022_p6,1,0.119
530.5,638.6875,0.2828,0.1131,0.0255,rep_03022,rep_03022_p6,2,0.239
510.0,854.5,0.2716,0.1175,-0.0142,rep_03022,rep_03022_p6,3,0.358
538.5,1605.1875,0.2405,0.1114,0.0409,rep_03022,rep_03022_p6,4,0.478
531.5,613.6875,0.2944,0.113,0.0274,rep_03022,rep_03022_p6,5,0.597
532.0,218.0,0.2453,0.1128,0.0284,rep_03022,rep_03022_p6,6,0.716
546.0,405.5,0.2527,0.1072,0.0554,rep_03022,rep_03022_p6,7,0.836
583.0,554.75,0.1698,0.1028,0.021,rep_03022,rep_03022_p5,0,0.0
519.5,1337.6875,0.2262,0.1147,-0.0902,rep_03022,rep_03022_p5,1,0.119
490.5,1626.1875,0.2487,0.1221,-0.141,rep_03022,rep_03022_p5,2,0.239
455.0,20.25,0.2549,0.1317,-0.2032,rep_03022,rep_03022_p5,3,0.358
455.5,927.1875,0.2141,0.1318,-0.2023,rep_03022,rep_03022_p5,4,0.478
459.0,14.75,0.2614,0.1307,-0.1961,rep_03022,rep_03022_p5,5,0.597
467.5,704.6875,0.2717,0.128,-0.1813,rep_03022,rep_03022_p5,6,0.716
434.0,234.0,0.3272,0.1367,-0.2399,rep_03022,rep_03022_p5,7,0.836
406.5,20963.6875,0.9889,0.1468,-0.1859,rep_03024,rep_03024_p8,0,0.0
661.5,1571.1875,0.9788,0.0903,0.3248,rep_03024,rep_03024_p8,1,0.122
620.5,5438.6875,0.9871,0.0967,0.2427,rep_03024,rep_03024_p8,2,0.244
485.5,793.1875,0.9897,0.1236,-0.0277,rep_03024,rep_03024_p8,3,0.365
677.0,4592.25,0.9911,0.0883,0.3558,rep_03024,rep_03024_p8,4,0.487
517.0,2100.25,0.9923,0.1151,0.0354,rep_03024,rep_03024_p8,5,0.609
588.0,584.5,0.983,0.1021,0.1776,rep_03024,rep_03024_p8,6,0.731
563.0,2541.25,0.9893,0.1066,0.1275,rep_03024,rep_03024_p8,7,0.853
305.0,9360.75,0.9951,0.1968,-0.1185,rep_03024,rep_03024_p7,0,0.0
370.0,11763.5,1.0,0.1623,0.0694,rep_03024,rep_03024_p7,1,0.122
471.0,3209.25,1.0,0.1224,0.3613,rep_03024,rep_03024_p7,2,0.244
244.0,7698.0,0.998,0.2453,-0.2948,rep_03024,rep_03024_p7,3,0.365
783.5,4880.1875,1.0,0.0766,1.2645,rep_03024,rep_03024_p7,4,0.487
632.5,1787.1875,1.0,0.0943,0.828,rep_03024,rep_03024_p7,5,0.609
747.0,445.25,1.0,0.0802,1.159,rep_03024,rep_03024_p7,6,0.731
728.0,1691.5,1.0,0.0824,1.104,rep_03024,rep_03024_p7,7,0.853
613.0,1759.25,0.1126,0.0979,0.0308,rep_03025,rep_03025_p0,0,0.0
587.0,1228.25,0.178,0.1023,-0.0129,rep_03025,rep_03025_p0,1,0.082
585.0,23.25,0.1462,0.1022,-0.0163,rep_03025,rep_03025_p0,2,0.164
556.5,204.1875,0.1851,0.1078,-0.0642,rep_03025,rep_03025_p0,3,0.246
558.5,2487.6875,0.2686,0.1073,-0.0608,rep_03025,rep_03025_p0,4,0.328
463.0,1156.25,0.1847,0.1296,-0.2214,rep_03025,rep_03025_p0,5,0.41
525.5,327.6875,0.1503,0.1142,-0.1163,rep_03025,rep_03025_p0,6,0.492
563.5,464.1875,0.1704,0.1065,-0.0524,rep_03025,rep_03025_p0,7,0.574
576.0,1311.5,0.2778,0.1039,-0.0314,rep_03025,rep_03025_p0,8,0.656
575.0,543.25,0.2774,0.1043,-0.0331,rep_03025,rep_03025_p0,9,0.738
577.5,251.1875,0.316,0.1038,-0.0289,rep_03025,rep_03025_p0,10,0.82
622.0,1347.5,0.3641,0.0965,0.046,rep_03025,rep_03025_p0,11,0.902
610.5,1437.6875,0.163,0.0982,0.0508,rep_03025,rep_03025_p5,0,0.0
500.0,1371.5,0.167,0.1192,-0.1394,rep_03025,rep_03025_p5,1,0.082
543.5,221.6875,0.1058,0.1103,-0.0645,rep_03025,rep_03025_p5,2,0.164
540.0,170.0,0.1528,0.1108,-0.0706,rep_03025,rep_03025_p5,3,0.246
495.5,264.1875,0.2482,0.1211,-0.1472,rep_03025,rep_03025_p5,4,0.328
523.5,909.1875,0.1891,0.1145,-0.099,rep_03025,rep_03025_p5,5,0.41
530.5,277.6875,0.2837,0.1131,-0.0869,rep_03025,rep_03025_p5,6,0.492
494.5,735.6875,0.3033,0.1211,-0.1489,rep_03025,rep_03025_p5,7,0.574
459.5,2019.6875,0.2633,0.1306,-0.2091,rep_03025,rep_03025_p5,8,0.656
449.0,1988.25,0.3018,0.1335,-0.2272,rep_03025,rep_03025_p5,9,0.738
456.0,616.5,0.3761,0.131,-0.2151,rep_03025,rep_03025_p5,10,0.82
527.0,88.25,0.3178,0.1138,-0.0929,rep_03025,rep_03025_p5,11,0.902
597.5,360.6875,0.1774,0.1004,-0.0263,rep_03029,rep_03029_p0,0,0.0
686.0,1122.5,0.1523,0.0875,0.1179,rep_03029,rep_03029_p0,1,0.124
672.5,2145.6875,0.1777,0.0892,0.0959,rep_03029,rep_03029_p0,2,0.249
659.0,3987.25,0.1442,0.091,0.0739,rep_03029,rep_03029_p0,3,0.373
814.5,72.1875,0.1811,0.0736,0.3273,rep_03029,rep_03029_p0,4,0.498
775.0,614.75,0.1697,0.0773,0.2629,rep_03029,rep_03029_p0,5,0.622
771.5,330.6875,0.1594,0.0778,0.2572,rep_03029,rep_03029_p0,6,0.746
748.5,1362.1875,0.149,0.0795,0.2197,rep_03029,rep_03029_p0,7,0.871
564.0,389.5,0.9991,0.1029,0.0261,rep_03029,rep_03029_p1,0,0.0
612.0,2136.5,1.0,0.097,0.1134,rep_03029,rep_03029_p1,1,0.124
556.5,2888.1875,1.0,0.1078,0.0124,rep_03029,rep_03029_p1,2,0.249
675.5,5885.6875,1.0,0.0888,0.2289,rep_03029,rep_03029_p1,3,0.373
749.0,1009.25,1.0,0.0801,0.3626,rep_03029,rep_03029_p1,4,0.498
676.5,2444.6875,0.9985,0.0887,0.2307,rep_03029,rep_03029_p1,5,0.622
707.5,2821.1875,1.0,0.0848,0.2871,rep_03029,rep_03029_p1,6,0.746
688.0,5035.5,1.0,0.086,0.2517,rep_03029,rep_03029_p1,7,0.871
486.0,16303.5,0.999,0.123,-0.1508,rep_03042,rep_03042_p5,0,0.0
650.0,2314.5,1.0,0.0909,0.1357,rep_03042,rep_03042_p5,1,0.102
513.5,1215.1875,0.9981,0.1131,-0.1028,rep_03042,rep_03042_p5,2,0.205
539.0,10273.25,0.9991,0.1105,-0.0582,rep_03042,rep_03042_p5,3,0.307
409.5,10390.1875,1.0,0.1447,-0.2845,rep_03042,rep_03042_p5,4,0.41
603.5,3130.6875,1.0,0.0994,0.0545,rep_03042,rep_03042_p5,5,0.512
573.0,1631.25,0.9983,0.1048,0.0012,rep_03042,rep_03042_p5,6,0.614
656.5,1163.1875,1.0,0.0914,0.1471,rep_03042,rep_03042_p5,7,0.717
696.0,2176.5,1.0,0.0861,0.2161,rep_03042,rep_03042_p5,8,0.819
479.0,17054.25,0.999,0.1247,-0.1562,rep_03042,rep_03042_p1,0,0.0
624.5,4046.1875,0.9976,0.0949,0.1001,rep_03042,rep_03042_p1,1,0.102
